No,Perguruan Tinggi,Peringkat,No. SK,Tahun SK,Wilayah,Tanggal Kadaluarsa,Status Kadaluarsa
550,Politeknik Unggulan Cipta Mandiri,Baik,1963/SK/BAN-PT/Ak/PT/X/2024,2024,01,2029-10-22,Masih berlaku
3430,Politeknik Unggulan Kalimantan,Baik,701/SK/BAN-PT/Akred/PT/VII/2021,2021,11,2026-07-28,Masih berlaku
2883,Politeknik Unisma Malang,Baik,1263/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2025-07-05,73 hari lagi kedaluwarsa
1554,Politeknik Wilmar Bisnis Indonesia,Baik,206/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,01,2029-02-21,Masih berlaku
1391,Politeknik YKPN,Baik Sekali,470/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,05,2029-04-24,Masih berlaku
1410,Politeknik Yakpermas Banyumas,Baik,432/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,06,2029-04-17,Masih berlaku
50,Politeknik Yusuf Mansur,Baik,2109/SK/BAN-PT/Ak/PT/IV/2025,2025,04,2030-04-14,Masih berlaku
1343,Politeknik Zanjabila Banten,Baik,1022/SK/BAN-PT/Ak.P/PT/V/2024,2024,04,2026-05-15,Masih berlaku
1353,Politenik Kesehatan Yapkesbi Sukabumi,Baik,994/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,04,2029-05-15,Masih berlaku
185,Poltekkes Kemenkes Aceh,Baik Sekali,74/SK/BAN-PT/Ak.KP/PT/II/2025,2025,PTKL,2028-07-18,Masih berlaku
183,Poltekkes Kemenkes Bandung,Baik Sekali,71/SK/BAN-PT/Ak.KP/PT/II/2025,2025,PTKL,2027-10-11,Masih berlaku
1720,Poltekkes Kemenkes Banjarmasin,B,1170/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,PTKL,2028-12-21,Masih berlaku
1833,Poltekkes Kemenkes Banten,B,1022/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTKL,2028-12-13,Masih berlaku
1418,Poltekkes Kemenkes Gorontalo,Baik,436/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,PTKL,2029-04-10,Masih berlaku
2555,Poltekkes Kemenkes Jakarta I,B,1815/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTKL,2027-11-15,Masih berlaku
2282,Poltekkes Kemenkes Jakarta II,Baik Sekali,260/SK/BAN-PT/Ak.KP/PT/IV/2023,2023,PTKL,2027-08-16,Masih berlaku
2180,Poltekkes Kemenkes Jakarta III,Baik Sekali,403/SK/BAN-PT/Ak.KP/PT/VI/2023,2023,PTKL,2027-10-11,Masih berlaku
1383,Poltekkes Kemenkes Jambi,B,494/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,PTKL,2029-05-08,Masih berlaku
2140,Poltekkes Kemenkes Jayapura,B,471/SK/BAN-PT/Ak.Ppj/PT/VII/2023,2023,PTKL,2028-07-25,Masih berlaku
2310,Poltekkes Kemenkes Kalimantan Timur,B,215/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTKL,2028-04-04,Masih berlaku
825,Poltekkes Kemenkes Kendari,B,1701/SK/BAN-PT/Ak.Ppj/PT/VIII/2024,2024,PTKL,2028-12-06,Masih berlaku
3897,Poltekkes Kemenkes Maluku,Baik,1051/SK/BAN-PT/Akred/PT/XII/2020,2020,PTKL,2025-12-08,Masih berlaku
3103,Poltekkes Kemenkes Mamuju,Baik,367/SK/BAN-PT/Ak/PT/VII/2022,2022,PTKL,2027-07-19,Masih berlaku
2266,Poltekkes Kemenkes Mataram,B,268/SK/BAN-PT/Ak.Ppj/PT/IV/2023,2023,PTKL,2028-04-25,Masih berlaku
1846,Poltekkes Kemenkes Medan,B,965/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTKL,2028-06-07,Masih berlaku
2311,Poltekkes Kemenkes Padang,B,216/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTKL,2028-04-04,Masih berlaku
1753,Poltekkes Kemenkes Palangkaraya,B,1105/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,PTKL,2028-12-20,Masih berlaku
2116,Poltekkes Kemenkes Palembang,B,501/SK/BAN-PT/Ak.Ppj/PT/VII/2023,2023,PTKL,2028-08-08,Masih berlaku
1861,Poltekkes Kemenkes Palu,B,967/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTKL,2028-12-06,Masih berlaku
2589,Poltekkes Kemenkes Pangkal Pinang,Baik Sekali,1686/SK/BAN-PT/Ak/PT/X/2022,2022,PTKL,2027-10-18,Masih berlaku
1300,Poltekkes Kemenkes Pontianak,Baik,1125/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,PTKL,2029-05-28,Masih berlaku
524,Poltekkes Kemenkes Riau,Baik,2024/SK/BAN-PT/Ak.B/PT/XI/2024,2024,PTKL,2026-11-05,Masih berlaku
1768,Poltekkes Kemenkes Semarang,Baik Sekali,1088/SK/BAN-PT/Ak.KP/PT/XII/2023,2023,PTKL,2027-01-20,Masih berlaku
3571,Poltekkes Kemenkes Sorong,Baik,434/SK/BAN-PT/Akred/PT/V/2021,2021,PTKL,2026-05-18,Masih berlaku
2225,Poltekkes Kemenkes Surabaya,Baik Sekali,334/SK/BAN-PT/Ak.KP/PT/V/2023,2023,PTKL,2027-10-11,Masih berlaku
2276,Poltekkes Kemenkes Surakarta,Baik Sekali,261/SK/BAN-PT/Ak.KP/PT/IV/2023,2023,PTKL,2027-08-16,Masih berlaku
2064,Poltekkes Kemenkes Tanjung Karang,Baik Sekali,595/SK/BAN-PT/Ak.KP/PT/IX/2023,2023,PTKL,2027-11-08,Masih berlaku
1381,Poltekkes Kemenkes Tanjung Pinang,B,495/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,PTKL,2029-05-08,Masih berlaku
2600,Poltekkes Kemenkes Tasikmalaya,B,1696/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTKL,2027-11-01,Masih berlaku
3651,Poltekkes Kemenkes Ternate,Baik Sekali,305/SK/BAN-PT/Akred/PT/IV/2021,2021,PTKL,2026-04-13,Masih berlaku
3122,Poltekkes Kemenkes Yogyakarta,Baik Sekali,320/SK/BAN-PT/Akred/PT/VII/2022,2022,PTKL,2027-07-05,Masih berlaku
3347,Potiteknik Industri Furnitur dan Pengolahan Kayu,Baik,895/SK/BAN-PT/Akred/PT/X/2021,2021,PTKL,2026-10-12,Masih berlaku
98,S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi,Baik,2071/SK/BAN-PT/Ak/PT/III/2025,2025,01,2030-03-11,Masih berlaku
1194,SEKOLAH TINGGI ILMU EKONOMI DAN BISNIS INSAN MADANI MANDAR,Baik,1258/SK/BAN-PT/Ak.P/PT/VI/2024,2024,09,2026-06-26,Masih berlaku
286,SEKOLAH TINGGI PASTORAL-YAYASAN INSTITUT PASTORAL INDONESIA MALANG,Baik Sekali,2191/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-11,Masih berlaku
1087,ST Agama Kristen William Booth Jakarta,Baik,1398/SK/BAN-PT/Ak.P/PT/VII/2024,2024,PTAS,2026-07-23,Masih berlaku
3123,STAH Negeri Mpu Kuturan Singaraja Bali,Baik Sekali,321/SK/BAN-PT/Akred/PT/VII/2022,2022,PTAN,2027-07-05,Masih berlaku
1954,STAI ALHIKMAH Jakarta Selatan,B,811/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,PTAS,2027-08-16,Masih berlaku
3550,STAI Ahsanta Jambi,Baik,478/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-25,Masih berlaku
3662,STAI Al-Amin Gersik Kediri Lombok Barat,Baik,322/SK/BAN-PT/Akred/PT/IV/2021,2021,PTAS,2026-04-13,Masih berlaku
236,STAI Al-Andina Sukabumi,Baik,17/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21,Masih berlaku
3713,STAI Al-Anwar Sarang Rembang,Baik,204/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-16,Masih berlaku
4007,"STAI Al-Aqidah Al-Hasyimiyah Jakarta, Jakarta Timur",Baik,837/SK/BAN-PT/Akred/PT/X/2020,2020,PTAS,2025-10-13,173 hari lagi kedaluwarsa
2367,STAI Al-Aulia Bogor,Baik,92/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-14,Masih berlaku
3578,"STAI Al-Azhar Gowa, Sulawesi Selatan",Baik,439/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-18,Masih berlaku
2303,"STAI Al-Azhary Cianjur, Jawa Barat",Baik,233/SK/BAN-PT/Ak.Ppj/PT/III/2023,2023,PTAS,2028-03-28,Masih berlaku
246,"STAI Al-Azhary Mamuju, Sulawesi Barat",Baik,7/SK/BAN-PT/Ak.B/PT/I/2025,2025,PTAS,2027-01-14,Masih berlaku
2565,"STAI Al-Falah Banjarbaru, Banjarmasin Kalimantan Selatan",Baik,1752/SK/BAN-PT/Ak/PT/X/2022,2022,PTAS,2027-10-25,Masih berlaku
787,"STAI Al-Falah Cicalengka, Bandung",Baik,1717/SK/BAN-PT/Ak.Ppj/PT/VIII/2024,2024,PTAS,2029-04-10,Masih berlaku
660,STAI Al-Fatah Cileungsi Bogor,Baik,1864/SK/BAN-PT/Ak/PT/X/2024,2024,PTAS,2029-10-08,Masih berlaku
2456,STAI Al-Fattah (STAIFA) Pacitan,Baik,1966/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAS,2027-10-11,Masih berlaku
2448,STAI Al-Fithrah Surabaya,Baik,1949/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-29,Masih berlaku
2198,"STAI Al-Furqan Makassar, Sulawesi Selatan",Baik,375/SK/BAN-PT/Ak.Ppj/PT/V/2023,2023,PTAS,2028-06-07,Masih berlaku
1828,"STAI Al-Gazali Soppeng, Sulawesi Selatan",Baik,1041/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTAS,2028-12-13,Masih berlaku
2576,"STAI Al-Ghazali Barru, Sulawesi Selatan",Baik,1783/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAS,2027-11-08,Masih berlaku
2472,STAI Al-Hamidiyah Bangkalan,Baik,1936/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-22,Masih berlaku
3199,STAI Al-Hamidiyah Jakarta,Baik,119/SK/BAN-PT/Akred/PT/III/2022,2022,PTAS,2027-03-08,Masih berlaku
374,"STAI Al-Haudl Ketapang, Kalimantan Barat",Baik,2120/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAS,2029-11-26,Masih berlaku
3939,STAI Al-Hidayah Bogor,Baik,987/SK/BAN-PT/Akred/PT/XI/2020,2020,PTAS,2025-11-25,Masih berlaku
3053,STAI Al-Hikmah 2,Baik,438/SK/BAN-PT/Ak/PT/VIII/2022,2022,PTAS,2027-08-16,Masih berlaku
2096,"STAI Al-Hikmah Medan, Sumatera Utara",Baik,536/SK/BAN-PT/Ak.Ppj/PT/VIII/2023,2023,PTAS,2027-08-16,Masih berlaku
3626,"STAI Al-Hikmah Pariangan Batusangkar, Tanah Datar",Baik,361/SK/BAN-PT/Akred/PT/IV/2021,2021,PTAS,2026-04-21,Masih berlaku
2631,"STAI Al-Hikmah, Tanjung Balai, Sumatera Utara",Baik,1661/SK/BAN-PT/Ak/PT/X/2022,2022,PTAS,2027-10-11,Masih berlaku
3941,"STAI Al-Husain Magelang (STI AIH), Jawa Tengah",Baik,986/SK/BAN-PT/Akred/PT/XI/2020,2020,PTAS,2025-11-25,Masih berlaku
1162,"STAI Al-Jami Banjarmasin, Kalimantan Selatan",Baik,1320/SK/BAN-PT/Ak.P/PT/VII/2024,2024,PTAS,2026-07-02,Masih berlaku
3746,"STAI Al-Kamal Sarang Rembang, Jawa Tengah",Baik,149/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-02,Masih berlaku
2010,STAI Al-Karimiyah Sawangan Depok,Baik,672/SK/BAN-PT/Ak.Ppj/PT/IX/2023,2023,PTAS,2027-11-08,Masih berlaku
3474,STAI Al-Khairaat Halmahera Selatan,Baik,616/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06,Masih berlaku
1044,STAI Al-Ma`arif Buntok,Baik,1440/SK/BAN-PT/Ak/PT/VIII/2024,2024,PTAS,2029-08-06,Masih berlaku
3748,STAI Al-Ma`arif Ciamis,Baik,141/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-02,Masih berlaku
170,"STAI Al-Mas`udiyah, Sukabumi",Baik,93/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18,Masih berlaku
721,STAI Al-Masthuriyah Sukabumi	,Baik,1796/SK/BAN-PT/Ak-PNB/PT/IX/2024,2024,PTAS,2026-09-21,Masih berlaku
1551,STAI Al-Muhammad Cepu,Baik,218/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,PTAS,2029-02-20,Masih berlaku
166,STAI Al-Mukhlisin Bogor,Baik,90/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18,Masih berlaku
2658,STAI Al-Munawwaroh Tolitoli,Baik,1578/SK/BAN-PT/Ak/PT/X/2022,2022,PTAS,2027-10-04,Masih berlaku
682,STAI Al-Musaddadiyah Garut,Baik,1838/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-03,Masih berlaku
3548,STAI Al-Musdariyah Cimahi,Baik,483/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-25,Masih berlaku
3568,STAI Al-Qudwah Depok,Baik,435/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-18,Masih berlaku
1599,STAI Al-Washliyah Banda Aceh,Baik,122/SK/BAN-PT/Ak/PT/II/2024,2024,PTAS,2029-02-20,Masih berlaku
3022,STAI Al-Yasini Pasuruan,Baik,481/SK/BAN-PT/Ak/PT/VIII/2022,2022,PTAS,2027-08-30,Masih berlaku
3909,STAI Ali bin Abi Thalib Surabaya,Baik,1050/SK/BAN-PT/Akred/PT/XII/2020,2020,PTAS,2025-12-08,Masih berlaku
3479,STAI An Najah Indonesia Mandiri Sidoarjo,Baik,610/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06,Masih berlaku
2609,"STAI An-Nadwah Kuala Tungkal, Jambi",Baik,1710/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAS,2027-11-01,Masih berlaku
235,STAI Ar-Ridho Bagansiapiapi,Baik,16/SK/BAN-PT/Ak.B/PT/I/2025,2025,PTAS,2027-01-21,Masih berlaku
3299,STAI Ar-Rosyid Surabaya,Baik,985/SK/BAN-PT/Akred/PT/XI/2021,2021,PTAS,2026-03-10,Masih berlaku
1382,STAI As-Sunnah Deli Serdang Sumatera Utara,B,496/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,PTAS,2029-05-08,Masih berlaku
3018,STAI Assalamiyah Curugsari Jawilan Serang,Baik,483/SK/BAN-PT/Ak/PT/VIII/2022,2022,PTAS,2027-08-30,Masih berlaku
247,STAI Asshiddiqiyah Karawang,Baik,6/SK/BAN-PT/Ak.B/PT/I/2025,2025,PTAS,2027-01-14,Masih berlaku
3546,STAI Asy-Syafi`iyah Nabire,Baik,492/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-25,Masih berlaku
1829,STAI Asy-Syukriyyah Tangerang,Baik,1031/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTAS,2028-12-13,Masih berlaku
3715,STAI At-Tahdzib Rejoagung Ngoro Jombang,Baik,214/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-16,Masih berlaku
3478,STAI At-Tanwir Bojonegoro,Baik,617/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06,Masih berlaku
1836,STAI At-Taqwa Bekasi,Baik,1036/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTAS,2028-12-13,Masih berlaku
3428,STAI At-Taqwa Bondowoso Jawa Timur,Baik,700/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-28,Masih berlaku
2942,STAI Auliaurrasyidin,Baik,1045/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2026-09-03,Masih berlaku
3383,"STAI Azziyadah Klender, Jakarta Timur",Baik,791/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-31,Masih berlaku
1054,"STAI Babunnajah Pandeglang, Banten",Baik,1448/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,PTAS,2026-08-06,Masih berlaku
1622,STAI Babussalam Sula Maluku Utara,Baik,59/SK/BAN-PT/Ak.Ppj/PT/I/2024,2024,PTAS,2028-12-13,Masih berlaku
2338,STAI Badrus Sholeh Purwoasri Kediri,Baik,150/SK/BAN-PT/Ak-PNB/PT/III/2023,2023,PTAS,2027-05-24,Masih berlaku
3447,STAI Bahriyatul Ulum KH. Zainul Arifin Pandan,Baik,677/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21,Masih berlaku
3314,STAI Baitul Arqom Al-Islami Ciparay Bandung,Baik,961/SK/BAN-PT/Akred/PT/XI/2021,2021,PTAS,2026-11-03,Masih berlaku
1297,"STAI Balaiselasa YPPTI Pesisir Selatan, Sumatera Barat",Baik,1113/SK/BAN-PT/Ak.S/PT/V/2024,2024,PTAS,9999-01-01,Masih berlaku
1291,STAI Barumun Raya Sibuhuan,Baik,1121/SK/BAN-PT/Ak/PT/V/2024,2024,PTAS,2029-05-28,Masih berlaku
3530,STAI Bhakti Persada Majalaya Bandung,Baik,524/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-08,Masih berlaku
2669,STAI Binamadani Tangerang,Baik,1567/SK/BAN-PT/Ak.Ppj/PT/IX/2022,2022,PTAS,2027-10-11,Masih berlaku
1419,"STAI Brebes, Jawa Tengah",Baik,444/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,PTAS,2029-04-10,Masih berlaku
1889,"STAI Bumi Silampari Lubuk Linggau, Sumatera Selatan",Baik,921/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,PTAS,2028-11-28,Masih berlaku
2799,"STAI Bustanul Ulum Krai, Lumajang",Baik,1210/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2025-05-24,31 hari lagi kedaluwarsa
3749,STAI Cendekia Insani Situbondo,Baik,146/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-02,Masih berlaku
3027,"STAI DDI Jeneponto, Sulawesi Selatan",Baik,482/SK/BAN-PT/Ak/PT/VIII/2022,2022,PTAS,2027-08-30,Masih berlaku
3443,"STAI DDI Kota Makassar, Sulawesi Selatan",Baik,682/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21,Masih berlaku
725,STAI DDI Majene,Baik,1783/SK/BAN-PT/Ak.B/PT/IX/2024,2024,PTAS,2026-09-17,Masih berlaku
710,"STAI DDI Mangkoso, Barru, Sulawesi Selatan",Baik,1780/SK/BAN-PT/Ak.Ppj/PT/IX/2024,2024,PTAS,2029-04-24,Masih berlaku
1402,"STAI DDI Maros, Sulawesi Selatan",Baik,457/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,PTAS,2029-04-24,Masih berlaku
3604,"STAI DDI Pangkep, Sulawesi Selatan",Baik,401/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-04,Masih berlaku
2089,"STAI DDI Parepare, Sulawesi Selatan",Baik,541/SK/BAN-PT/Ak/PT/VIII/2023,2023,PTAS,2028-08-22,Masih berlaku
342,"STAI DDI Pinrang, Sulawesi Selatan",Baik Sekali,2158/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-02,Masih berlaku
3504,"STAI DDI Sidrap, Sulawesi Selatan",Baik,576/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22,Masih berlaku
418,STAI Daarussalam Sukabumi,Baik,2044/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAS,2029-11-12,Masih berlaku
3495,"STAI Darul Arafah (STAIDA) Lau Bakeri Deli Serdang, Sumatera Utara",Baik,599/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-29,Masih berlaku
3407,STAI Darul Arqam Muhammadiyah Garut,Baik,737/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10,Masih berlaku
3460,STAI Darul Falah Cililin Cihampelas Bandung Barat,Baik,644/SK/BAN-PT/Ak-PKP/PT/VII/2021,2021,PTAS,2026-07-14,Masih berlaku
3639,STAI Darul Hikmah Bangkalan,Baik,345/SK/BAN-PT/Akred/PT/IV/2021,2021,PTAS,2026-04-20,Masih berlaku
3620,STAI Darul Kamal NW Kembang Kerang NTB,Baik,368/SK/BAN-PT/Akred/PT/IV/2021,2021,PTAS,2026-04-27,Masih berlaku
747,STAI Darul Qalam Tangerang,Baik,1774/SK/BAN-PT/Ak.P/PT/IX/2024,2024,PTAS,2026-09-10,Masih berlaku
2353,STAI Darul Qur`an Payakumbuh,Baik Sekali,124/SK/BAN-PT/Ak/PT/II/2023,2023,PTAS,2028-02-22,Masih berlaku
3906,STAI Darul Ulum Banyuwangi,Baik,1056/SK/BAN-PT/Akred/PT/XII/2020,2020,PTAS,2025-12-08,Masih berlaku
1544,STAI Darussalam Nganjuk,Baik,213/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,PTAS,2029-03-13,Masih berlaku
3441,STAI Denpasar Bali,Baik,669/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21,Masih berlaku
3507,STAI Diniyah Pekanbaru,Baik,577/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22,Masih berlaku
463,STAI Diponegoro Tulungagung,Baik,2069/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-12,Masih berlaku
3682,STAI Dr. KH. EZ. Muttaqien Purwakarta,Baik,270/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-30,Masih berlaku
597,STAI Duta Bangsa Bekasi,Baik,1916/SK/BAN-PT/Ak.B/PT/X/2024,2024,PTAS,2026-10-15,Masih berlaku
3558,STAI Grobogan Jawa Tengah,Tidak Terakreditasi,496/SK/BAN-PT/Ak-TMSP/PT/V/2021,2021,PTAS,,Masih berlaku
2394,STAI H.M. Lukman Edy Pekanbaru,B,59/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTAS,2027-09-13,Masih berlaku
2493,STAI Hasan Jufri Bawean,Baik,1901/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-15,Masih berlaku
3400,"STAI Hikmatul Fadhilah Medan, Sumatera Utara",Baik,755/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-18,Masih berlaku
3537,STAI Hubbulwathan Duri,Baik,513/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-02,Masih berlaku
3020,STAI Ibnu Sina Batam,B,509/SK/BAN-PT/Ak.Ppj/PT/VIII/2022,2022,PTAS,2027-08-16,Masih berlaku
3901,STAI Ihyaul Ulum Gresik,Baik,1058/SK/BAN-PT/Akred/PT/XII/2020,2020,PTAS,2025-12-08,Masih berlaku
3466,STAI Imam Syafi`i Cianjur,Baik,632/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-13,Masih berlaku
2586,STAI Imam Syafi`i Tomang Jakbar,Baik,1679/SK/BAN-PT/Ak/PT/X/2022,2022,PTAS,2027-10-18,Masih berlaku
2488,STAI Jamiatut Tarbiyah Lhoksukon Aceh Utara,Baik,1903/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAS,2027-11-15,Masih berlaku
3590,STAI KH Abdul Kabier,Baik,417/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-11,Masih berlaku
310,STAI Ki Ageng Pekalongan,Baik,2234/SK/BAN-PT/Ak.B/PT/XII/2024,2024,PTAS,2026-12-11,Masih berlaku
1614,"STAI Kuala Kapuas, Kalimantan Tengah",Baik,101/SK/BAN-PT/Ak/PT/II/2024,2024,PTAS,2029-02-06,Masih berlaku
3212,STAI Ma`arif Jambi,Baik,102/SK/BAN-PT/Akred/PT/III/2022,2022,PTAS,2027-03-01,Masih berlaku
3575,STAI Ma`arif Kendal Ngawi,Baik,446/SK/BAN-PT/Akred/PT/V/2021,2021,PTAS,2026-05-18,Masih berlaku
1360,STAI Ma`arif Magetan,Baik,985/SK/BAN-PT/PEPA-Ppj/PT/V/2024,2024,PTAS,2028-08-17,Masih berlaku
2091,"STAI Ma`arif Sampang Madura, Jawa Timur",Baik,543/SK/BAN-PT/Ak/PT/VIII/2023,2023,PTAS,2028-08-22,Masih berlaku
1388,STAI Ma`arif Sarolangun,Baik,480/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,PTAS,2029-05-08,Masih berlaku
827,"STAI Ma`arif Sintang, Kalimantan Barat",Baik,1700/SK/BAN-PT/Ak/PT/VIII/2024,2024,PTAS,2029-08-19,Masih berlaku
467,STAI Ma`had Aly Al-Hikam Malang,Baik Sekali,2054/SK/BAN-PT/Ak.KP/PT/XI/2024,2024,PTAS,2029-04-10,Masih berlaku
3265,STAI Ma`had `Ali Cirebon,Baik,1058/SK/BAN-PT/Akred/PT/XII/2021,2021,PTAS,2026-12-22,Masih berlaku
3439,STAI Madinatun Najah,Baik,676/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21,Masih berlaku
2662,STAI Madiun Jawa Timur,Baik,1594/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAS,2027-10-18,Masih berlaku
2530,"STAI Madrasah `Arabiyah (STAIMA) Bayang, Pesisir Selatan, Sumatera Barat",Baik,1868/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAS,2027-08-16,Masih berlaku
3684,STAI Masjid Syuhada Yogyakarta,Baik,266/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-30,Masih berlaku
986,STAI Mau`izhah Tanjung Jabung Barat,Baik,1539/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,PTAS,2026-08-13,Masih berlaku
2289,STAI Mempawah Pontianak,Baik,248/SK/BAN-PT/Ak/PT/IV/2023,2023,PTAS,2028-04-04,Masih berlaku
805,STAI Miftahul Huda Al-Azhar Banjar,Baik,1697/SK/BAN-PT/Ak/PT/VIII/2024,2024,PTAS,2029-08-19,Masih berlaku
3827,STAI Miftahul Huda Pamanukan Subang,Baik,1188/SK/BAN-PT/Akred/PT/XII/2020,2020,PTAS,2025-12-22,Masih berlaku
2824,"STAI Miftahul Ula Nglawak Kertosono, Nganjuk",Baik,1455/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2025-05-10,17 hari lagi kedaluwarsa
4088,STAI Miftahul Ulum Pamekasan,Baik,181/SK/BAN-PT/Ak-PKP/PT/V/2020,2020,PTAS,2025-05-05,12 hari lagi kedaluwarsa
2992,STAI Miftahul Ulum Tanjung Pinang,Baik,846/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2025-09-22,152 hari lagi kedaluwarsa
1762,STAI Miftahul Ulum Tarate Pandian Sumenep,Baik,1068/SK/BAN-PT/Ak/PT/XII/2023,2023,PTAS,2028-12-05,Masih berlaku
613,STAI Miftahul Ulum Tasikmalaya,Baik,1906/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-15,Masih berlaku
