No,Perguruan Tinggi,Program Studi,Program,Tanggal Terima,Status
2120,Universitas Negeri Yogyakarta,Pendidikan Bahasa Indonesia,S3,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2119,Universitas Pakuan,Bisnis Digital,S1,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2118,Universitas Cenderawasih,Pendidikan Kepelatihan Olahraga,S1,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2241,Politeknik Negeri Medan,Teknologi Rekayasa Pengelasan dan Fabrikasi,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2242,Politeknik Negeri Lhokseumawe,Akuntansi Sektor Publik,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2243,Politeknik Bina Husada Kendari,Akuntansi Perpajakan,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2065,Universitas Muhammadiyah Mahakarya Aceh,Hukum,S1,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2245,Politeknik Negeri Malang,Usaha Perjalanan Wisata,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2246,Politeknik Sukabumi,Bisnis Digital,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2247,Universitas Muslim Buton,Administrasi Pemerintahan Daerah,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2248,Politeknik Amamapare,Teknologi Rekayasa Internet,S1 Terapan,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-09-28)
2064,Universitas Muhammadiyah Bogor Raya,Ilmu Komputer,S1,2021-08-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2098,Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,Tadris Matematika,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2096,STIE Syariah Imam Syafii Pekanbaru Riau,Pendidikan Bahasa Arab,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2084,STAI Persis Garut,Bimbingan dan Konseling Pendidikan Islam,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2083,STAI Riyadhul Jannah Subang,Pendidikan Islam Anak Usia Dini,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2082,STAI Grobogan Jawa Tengah,Pendidikan Agama Islam,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2081,STAI Grobogan Jawa Tengah,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2080,STIU Al-Mujtama Pamekasan,Tasawuf dan Psikoterapi,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2079,Sekolah Tinggi Agama Islam Morowali,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2078,Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,Bimbingan dan Konseling Pendidikan Islam,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2097,Sekolah Tinggi Agama Islam Nida El-Adabi,Ekonomi Syariah,S1,2021-08-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2100,Sekolah Tinggi Agama Islam Negeri Mandailing Natal,Hukum Pidana Islam (Jinayah),S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2089,Sekolah Tinggi Agama Islam Shalahuddin Al Ayubi Jakarta,Manajemen Pendidikan Islam,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2085,Institut Agama Islam Negeri Kerinci,Sejarah Peradaban Islam,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2095,Sekolah Tinggi Agama Islam Pati,Pendidikan Islam Anak Usia Dini,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2094,"STIT Darul Ulum, Sarolangun, Jambi",Tadris Matematika,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2093,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,Ekonomi Syariah,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2092,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,Hukum Tatanegara (Siyasah Syar'iyyah),S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2091,"STAI YAPNAS Jeneponto, Sulawesi Selatan",Tadris Bahasa Inggris,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2090,Sekolah Tinggi Agama Islam Ma’had Aly Cirebon,Ekonomi Syariah,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2099,Sekolah Tinggi Agama Islam Negeri Mandailing Natal,Tadris Biologi,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
2088,Sekolah Tinggi Agama Islam Shalahuddin Al Ayubi Jakarta,Ekonomi Syariah,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2087,Sekolah Tinggi Agama Islam Negeri Mandailing Natal,Tadris Matematika,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2086,STAIN Datokarama Palu,Akuntansi Syariah,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-18)
2101,Institut Agama Islam Cipasung Tasikmalaya,Manajemen Haji dan Umrah,S1,2021-07-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-24)
1972,Universitas Gadjah Mada,Profesi Insinyur Kehutanan,Profesi,2021-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2049,Sekolah Tinggi Ilmu Ushuluddin Al-Mujtama Pamekasan,Pendidikan Islam Anak Usia Dini,S1,2021-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2044,Sekolah Tinggi Agama Islam Shalahudin Al Ayubi Jakarta,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-07-23,Dikembalikan ke Kementerian (2021-08-10)
2045,Institut Agama Islam Al- Azhaar Lubuk Linggau,Pendidikan Agama Islam,S1,2021-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2046,Institut Agama Islam An- Nur Lampung,Tadris Matematika,S1,2021-07-23,Dikembalikan ke Kementerian (2021-08-10)
2047,Sekolah Tinggi Ilmu Tarbiyah Al-Quraniyah,Pendidikan Islam Anak Usia Dini,S1,2021-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2048,Institut Agama Islam Negeri Sorong,Manajemen Pendidikan Islam,S1,2021-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2043,Institut Agama Islam Negeri Ponorogo,Tadris Matematika,S1,2021-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
1971,IAI Al-Azhaar Lubuk Linggau,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1961,Universitas Islam Negeri Raden Mas Said Surakarta,Ilmu Perpustakaan dan Informasi Islam,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1968,STAI Miftahul Midad Lumajang,Tadris Bahasa Inggris,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1967,Sekolah Tinggi Agama Islam Al Badar Cipulus,Pendidikan Islam Anak Usia Dini,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1970,Institut Agama Islam Internasional Bonyan Lebak Banten,Pendidikan Bahasa Arab,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1956,Institut Agama Islam An Nur Lampung,Tadris Bahasa Indonesia,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1957,IAIN Ambon,Pendidikan Bahasa Arab,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1958,Universitas Islam Negeri Sunan Gunung Djati,Tadris Bahasa Indonesia,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1959,STIT Darul Fattah Bandar Lampung,Pendidikan Agama Islam,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1960,Sekolah Tinggi Agama Islam Al Hikmah Jakarta,Psikologi Islam,S1,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1969,Institut Agama Islam An Nur Lampung,Manajemen Pendidikan Islam,S3,2021-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2051,Institut Teknologi Sepuluh Nopember,Perencanaan Wilayah dan Kota,S2,2021-07-20,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2002,Universitas PGRI Sumatera Barat (UPGRISBA),Teknologi Informasi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2003,Universitas Bina Nusantara,Sistem Informasi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2000,Universitas Media Nusantara Citra,Sains Komunikasi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2004,Institut Teknologi dan Bisnis Riyadlul Ulum,Agroteknologi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1994,Universitas Negeri Semarang,Teknik Komputer,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2005,Universitas Bina Nusantara,Teknik Informatika,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2006,Universitas Sulawesi Tenggara,Teknik Pertambangan,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2007,Sekolah Tinggi Teknologi Ronggolawe,Informatika,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1977,Institut Teknologi dan Kesehatan Aspirasi,Teknologi Informasi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1999,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1998,Universitas Nahdlatul Ulama Lampung,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1997,Institut Teknologi dan Bisnis Visi Nusantara Bogor,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1996,Universitas Balikpapan,Arsitektur,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1995,Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,Sains Data,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2008,Universitas Indonesia Mandiri,Desain Komunikasi Visual,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1993,Institut Teknologi dan Bisnis Muhammadiyah Sarolangun,Sistem Informasi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1992,Universitas Negeri Padang,Manajemen,S3,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1991,Universitas Mulawarman,Ilmu Pertanian,S3,2021-07-17,Dikembalikan ke Kementerian (2021-07-27)
1990,Universitas Pendidikan Ganesha,Pendidikan Bahasa Inggris,S3,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1989,Universitas Dayanu Ikhsanuddin,Pendidikan Bahasa Inggris,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1988,Universitas Pendidikan Ganesha,Pendidikan Kimia,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1987,Institut Sains Dan Teknologi Akprind,Rekayasa Mesin,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1986,Universitas Muhammadiyah Mahakarya Aceh,Pendidikan Bahasa Inggris,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
2010,Universitas Teknologi Sumbawa,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1985,Universitas Lamappapoleonro,Teknik Sipil,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1984,Institut Teknologi dan Bisnis Nobel Indonesia,Sistem dan Teknologi Informasi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1983,Universitas Adzkia,Informatika,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1981,Universitas Ibn Khaldun,Perdagangan Internasional,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1980,Institut Teknologi Sains dan Bisnis Muhammadiyah Semarang,Aktuaria,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
2009,Universitas Muhammadiyah Manado,Manajemen Retail,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2027,Institut Teknologi dan Bisnis PalComTech,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2011,Universitas Bumigora,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2023,Institut Teknologi Perusahaan Listrik Negara,Kewirausahaan,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1962,IAIN Syekh Nurjati Cirebon,Pendidikan Jarak Jauh (PJJ) Pendidikan Agama Islam,S1,2021-07-17,Dikembalikan ke Kementerian (2021-07-27)
1973,Institut Teknologi Trenggalek,Ilmu Komputer,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1974,Institut Modern Arsitektur dan Teknologi,Arsitektur,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1975,Institut Teknologi dan Bisnis Muhammadiyah Sarolangun,Agribisnis,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1976,Institut Sains dan Teknologi Muhammadiyah Tarakan,Teknologi Hasil Perikanan,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
2028,Institut Teknologi Sumatera,Rekayasa Tata Kelola Air Terpadu,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1978,Universitas Jenderal Achmad Yani,Teknik Geomatika,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
2012,Universitas Karya Husada Semarang,Hukum,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2025,Universitas Indonesia Maju,Manajemen,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2024,Institut Teknologi Sawit Indonesia,Teknik Kimia,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2026,Universitas Indonesia Mandiri,Teknik Industri,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2022,Institut Teknologi Sawit Indonesia,Proteksi Tanaman,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2016,Universitas Sultan Ageng Tirtayasa,Pendidikan Dasar,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2013,Institut Teknologi Dan Bisnis Muhammadiyah Purbalingga,Sains Aktuaria,S1,2021-07-17,Dikembalikan ke Kementerian (2021-08-03)
2021,Institut Seni Indonesia Padang Panjang,Pariwisata,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2015,STKIP PGRI Sumatera Barat,Studi Humanitas,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2014,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,Manajemen,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2017,Universitas Bengkulu,Biologi,S2,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2018,Universitas Sultan Ageng Tirtayasa,Ilmu Pertanian,S3,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2019,STMIK Indonesia Padang,Informatika,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
2020,Universitas Indonesia Maju,Akuntansi,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-04)
1979,Universitas Pendidikan Muhammadiyah Sorong,Bisnis Digital,S1,2021-07-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1966,Sekolah Tinggi Agama Islam Darul Ulum Banyuwangi,Manajemen Pendidikan Islam,S1,2021-07-06,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1965,STIQ Islamic Centre Demak,Pendidikan Agama Islam,S1,2021-07-06,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1963,Institut Agama Islam Darul A’mal Lampung,Komunikasi dan Penyiaran Islam,S1,2021-07-06,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
1955,Sekolah Tinggi Agama Islam Morowali,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-07-06,Dikembalikan ke Kementerian (2021-07-27)
1954,Sekolah Tinggi Agama Islam Morowali,Pendidikan Agama Islam,S1,2021-07-06,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1953,Universitas Islam Negeri Syarif Hidayatullah,Ekonomi Syariah,S2,2021-07-06,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-27)
1964,STIT Darul Fattah Bandar Lampung,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-07-06,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-03)
2034,Sekolah Tinggi Agama Islam Al Badar Cipulus,Hukum Ekonomi Syariah (Mua’malah),S1,2021-07-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2035,STAI Al Bayan Hidayatullah Makasar,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-07-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2036,Sekolah Tinggi Ilmu Tarbiyah Al-Hikmah Benda,Pendidikan Agama Islam,S1,2021-07-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2037,Universitas Nahdlatul Ulama Purwokerto,Pendidikan Agama Islam,S1,2021-07-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2038,Universitas Nahdlatul Ulama Purwokerto,Pendidikan Islam Anak Usia Dini,S1,2021-07-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2039,Sekolah Tinggi Ilmu Tarbiyah Darul Huda Muaradua,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-07-05,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
1940,Sekolah Tinggi Ilmu Tarbiyah Darul Huda Muaradua,Pendidikan Agama Islam,S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
2050,Institut Teknologi Sepuluh Nopember,Teknik Pangan,S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
1942,Universitas Nahdlatul Ulama Sidoarjo,Pendidikan Islam Anak Usia Dini,S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1943,Sekolah Tinggi Agama Islam Paduka Anambas,Ekonomi Syariah,S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1944,Sekolah Tinggi Agama Buddha Maitreyawira,Bisnis dan Manajemen Buddha,S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1946,Universitas Diponegoro,Administrasi Publik - Kampus Rembang (PSDKU),S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1941,STAI Miftahul Midad Lumajang,Pendidikan Guru Madrasah Ibtidaiyah,S1,2021-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1952,Universitas Sali Al-Aitaam,Manajemen,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-13)
1929,Universitas Prima Indonesia,Desain Komunikasi Visual,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1947,Institut Teknologi dan Bisnis Jakarta,Bisnis Digital,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-13)
1948,Institut Teknologi Sains Dan Kesehatan Sugeng Hartono,Ilmu Komputer,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-13)
1949,Universitas Muhammadiyah Palopo,Rekayasa Perangkat Lunak,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-13)
1950,Universitas Sali Al-Aitaam,Perencanaan Wilayah dan Kota,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-13)
1951,Universitas Sali Al-Aitaam,Agroteknologi,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-13)
1927,Institut Teknologi Rokan Hilir,Teknologi Informasi,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1928,Universitas PGRI Silampari,Ilmu Komputer,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1933,Universitas Battuta,Hukum,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1930,Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,Bisnis Digital,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1931,Institut Teknologi Kalimantan,Teknik Logistik,S1,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1932,Institut Teknologi Rokan Hilir,Sistem Informasi,S1,2021-06-30,Dikembalikan ke Kementerian (2021-07-06)
1934,Universitas Riau,Perencanaan Wilayah dan Perdesaan,S2,2021-06-30,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1935,Universitas YPPI Rembang,Sains Aktuaria,S1,2021-06-30,Dikembalikan ke Kementerian (2021-07-06)
1938,Sekolah Tinggi Agama Islam Azzahra,Pendidikan Islam Anak Usia Dini,S1,2021-06-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1937,Sekolah Tinggi Agama Islam Azzahra,Manajemen Pendidikan Islam,S1,2021-06-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1939,Sekolah Tinggi Agama Islam Idrisiyyah,Manajemen Pendidikan Islam,S1,2021-06-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
1945,Institut Agama Kristen Negeri Ambon,Pendidikan Profesi Guru,Profesi,2021-06-27,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-07-06)
2029,Universitas Nani Bili Nusantara,Administrasi Perkantoran,D-III,2021-06-24,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
2033,Politeknik Medica Farma Husada Mataram,Pengelolaan Arsip dan Rekaman Informasi,S1 Terapan,2021-06-24,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2021-08-10)
